Label,Gene_x,Taxon_x,Reference_x,Gene_y,Taxon_y,Reference_y,Ontology
ZCCHC13,Zinc finger CCHC domain-containing protein 13,NCBITaxon:9606,PMID:21873635,Cellular nucleic acid binding protein 2,NCBITaxon:10090,PMID:21873635,GO0006412
EIF3M,Eukaryotic translation initiation factor 3 subunit M,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit M",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CYFIP1,Cytoplasmic FMR1-interacting protein 1,NCBITaxon:9606,GO_REF:0000107,cytoplasmic FMR1 interacting protein 1,NCBITaxon:10090,MGI:MGI:5515833|PMID:24050404,GO0006412
EIF3C,Eukaryotic translation initiation factor 3 subunit C,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit C",NCBITaxon:10090,MGI:MGI:3843422|PMID:17581632,GO0006412
RPS27A,Ubiquitin-40S ribosomal protein S27a,NCBITaxon:9606,PMID:15883184,ribosomal protein S27A,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
NANOS1,Nanos homolog 1,NCBITaxon:9606,PMID:24736845,nanos C2HC-type zinc finger 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
KHSRP,Far upstream element-binding protein 2,NCBITaxon:9606,PMID:16126846,KH-type splicing regulatory protein,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
AKT1,RAC-alpha serine/threonine-protein kinase,NCBITaxon:9606,GO_REF:0000107,thymoma viral proto-oncogene 1,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
RPUSD4,Mitochondrial RNA pseudouridine synthase RPUSD4,NCBITaxon:9606,PMID:27667664,RNA pseudouridylate synthase domain containing 4,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TIA1,Nucleolysin TIA-1 isoform p40,NCBITaxon:9606,GO_REF:0000107,cytotoxic granule-associated RNA binding protein 1,NCBITaxon:10090,MGI:MGI:3037090|PMID:10921895,GO0006412
LTO1,Protein LTO1 homolog,NCBITaxon:9606,PMID:23318452,ABCE maturation factor,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DDX3X,ATP-dependent RNA helicase DDX3X,NCBITaxon:9606,PMID:26100019,"DEAD box helicase 3, X-linked",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TRMT10C,tRNA methyltransferase 10 homolog C,NCBITaxon:9606,PMID:27132592,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CNOT9,CCR4-NOT transcription complex subunit 9,NCBITaxon:9606,PMID:21873635,"CCR4-NOT transcription complex, subunit 9",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
LARP4B,La-related protein 4B,NCBITaxon:9606,PMID:20573744,"La ribonucleoprotein domain family, member 4B",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MAPK1,Mitogen-activated protein kinase 1,NCBITaxon:9606,GO_REF:0000107,mitogen-activated protein kinase 1,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
ZC3H15,Zinc finger CCCH domain-containing protein 15,NCBITaxon:9606,PMID:21873635,zinc finger CCCH-type containing 15,NCBITaxon:10090,PMID:21873635,GO0006412
RPL24,60S ribosomal protein L24,NCBITaxon:9606,PMID:25957688,ribosomal protein L24,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RACK1,Receptor of activated protein C kinase 1,NCBITaxon:9606,GO_REF:0000024,receptor for activated C kinase 1,NCBITaxon:10090,MGI:MGI:5648195|PMID:23212600,GO0006412
EIF5A,Eukaryotic translation initiation factor 5A-1,NCBITaxon:9606,GO_REF:0000024,eukaryotic translation initiation factor 5A,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
DAZL,Deleted in azoospermia-like,NCBITaxon:9606,PMID:16001084,deleted in azoospermia-like,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
UPF1,Regulator of nonsense transcripts 1,NCBITaxon:9606,PMID:10999600,UPF1 regulator of nonsense transcripts homolog (yeast),NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS21,40S ribosomal protein S21,NCBITaxon:9606,PMID:25957688,ribosomal protein S21,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RNF139,E3 ubiquitin-protein ligase RNF139,NCBITaxon:9606,PMID:20068067,ring finger protein 139,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
XRN1,5'-3' exoribonuclease 1,NCBITaxon:9606,GO_REF:0000107,5'-3' exoribonuclease 1,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
ZFP36,mRNA decay activator protein ZFP36,NCBITaxon:9606,GO_REF:0000024,zinc finger protein 36,NCBITaxon:10090,MGI:MGI:5487524|PMID:21278420,GO0006412
PUM3,Pumilio homolog 3,NCBITaxon:9606,PMID:21873635,pumilio RNA-binding family member 3,NCBITaxon:10090,PMID:21873635,GO0006412
TNF,Tumor necrosis factor,NCBITaxon:9606,GO_REF:0000107,tumor necrosis factor,NCBITaxon:10090,MGI:MGI:2152007|PMID:11588035,GO0006412
EEF1G,Elongation factor 1-gamma,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation elongation factor 1 gamma,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RC3H1,Roquin-1,NCBITaxon:9606,GO_REF:0000024,RING CCCH (C3H) domains 1,NCBITaxon:10090,MGI:MGI:5751631|PMID:26255671,GO0006412
DAPK1,Death-associated protein kinase 1,NCBITaxon:9606,PMID:18995835,death associated protein kinase 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ELAVL1,ELAV-like protein 1,NCBITaxon:9606,PMID:21613615,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",NCBITaxon:10090,MGI:MGI:5463671|PMID:23056314,GO0006412
SHMT2,"Serine hydroxymethyltransferase, mitochondrial",NCBITaxon:9606,GO_REF:0000108,serine hydroxymethyltransferase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS29,40S ribosomal protein S29,NCBITaxon:9606,PMID:25957688,ribosomal protein S29,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PARS2,"Probable proline--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:21873635,prolyl-tRNA synthetase (mitochondrial)(putative),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
AKT2,RAC-beta serine/threonine-protein kinase,NCBITaxon:9606,GO_REF:0000043,thymoma viral proto-oncogene 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
NPM1,Nucleophosmin,NCBITaxon:9606,PMID:12882984,nucleophosmin 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL7,60S ribosomal protein L7,NCBITaxon:9606,PMID:12962325,ribosomal protein L7,NCBITaxon:10090,MGI:MGI:58138|PMID:2648130,GO0006412
EIF4E,Eukaryotic translation initiation factor 4E,NCBITaxon:9606,GO_REF:0000024,eukaryotic translation initiation factor 4E,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PADI6,Protein-arginine deiminase type-6,NCBITaxon:9606,GO_REF:0000107,"peptidyl arginine deiminase, type VI",NCBITaxon:10090,MGI:MGI:3805420|PMID:18599511,GO0006412
RPS27L,40S ribosomal protein S27-like,NCBITaxon:9606,GO_REF:0000002,ribosomal protein S27-like,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
TARBP2,RISC-loading complex subunit TARBP2,NCBITaxon:9606,GO_REF:0000107,"TARBP2, RISC loading complex RNA binding subunit",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ACO1,Cytoplasmic aconitate hydratase,NCBITaxon:9606,GO_REF:0000107,aconitase 1,NCBITaxon:10090,MGI:MGI:3028434|PMID:14726953,GO0006412
AGO4,Protein argonaute-4,NCBITaxon:9606,PMID:18771919,argonaute RISC catalytic subunit 4,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
GCN1,eIF-2-alpha kinase activator GCN1,NCBITaxon:9606,GO_REF:0000108,GCN1 activator of EIF2AK4,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
TNRC6C,Trinucleotide repeat-containing gene 6C protein,NCBITaxon:9606,PMID:21984184,trinucleotide repeat containing 6C,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
METTL14,N6-adenosine-methyltransferase non-catalytic subunit,NCBITaxon:9606,PMID:29290617,methyltransferase like 14,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MOV10,Helicase MOV-10,NCBITaxon:9606,PMID:24726324,Mov10 RISC complex RNA helicase,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL13,60S ribosomal protein L13,NCBITaxon:9606,PMID:12962325,ribosomal protein L13,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
EIF4H,Eukaryotic translation initiation factor 4H,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation initiation factor 4H,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
LARS2,"Probable leucine--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,"leucyl-tRNA synthetase, mitochondrial",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL30,"39S ribosomal protein L30, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L30,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
DDX6,Probable ATP-dependent RNA helicase DDX6,NCBITaxon:9606,PMID:27342281,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
SESN2,Sestrin-2,NCBITaxon:9606,PMID:24947615,sestrin 2,NCBITaxon:10090,MGI:MGI:5688277|PMID:24947615,GO0006412
DPH1,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1,NCBITaxon:9606,GO_REF:0000041,diphthamide biosynthesis 1,NCBITaxon:10090,PMID:21873635,GO0006412
UPF3A,Regulator of nonsense transcripts 3A,NCBITaxon:9606,PMID:16601204,UPF3 regulator of nonsense transcripts homolog A (yeast),NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL37A,60S ribosomal protein L37a,NCBITaxon:9606,PMID:12962325,ribosomal protein L37a,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPL37,"39S ribosomal protein L37, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L37,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
CPEB1,Cytoplasmic polyadenylation element-binding protein 1,NCBITaxon:9606,GO_REF:0000108,cytoplasmic polyadenylation element binding protein 1,NCBITaxon:10090,MGI:MGI:3606735|PMID:11702780,GO0006412
ALKBH1,Nucleic acid dioxygenase ALKBH1,NCBITaxon:9606,PMID:27745969,"alkB homolog 1, histone H2A dioxygenase",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,NCBITaxon:9606,PMID:15479637,glyceraldehyde-3-phosphate dehydrogenase,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL52,"39S ribosomal protein L52, mitochondrial",NCBITaxon:9606,GO_REF:0000024,mitochondrial ribosomal protein L52,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
METTL3,N6-adenosine-methyltransferase catalytic subunit,NCBITaxon:9606,PMID:30559377,methyltransferase like 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF1,Eukaryotic translation initiation factor 1,NCBITaxon:9606,PMID:10347211,eukaryotic translation initiation factor 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
LARP4,La-related protein 4,NCBITaxon:9606,GO_REF:0000043,"La ribonucleoprotein domain family, member 4",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DND1,Dead end protein homolog 1,NCBITaxon:9606,PMID:28297718,DND microRNA-mediated repression inhibitor 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,NCBITaxon:9606,PMID:9891060,insulin-like growth factor 2 mRNA binding protein 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EEF2K,Eukaryotic elongation factor 2 kinase,NCBITaxon:9606,PMID:9144159,eukaryotic elongation factor-2 kinase,NCBITaxon:10090,MGI:MGI:87674|PMID:9144159,GO0006412
IREB2,Iron-responsive element-binding protein 2,NCBITaxon:9606,GO_REF:0000002,iron responsive element binding protein 2,NCBITaxon:10090,MGI:MGI:3028434|PMID:14726953,GO0006412
RPL38,60S ribosomal protein L38,NCBITaxon:9606,PMID:25957688,ribosomal protein L38,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PA2G4,Proliferation-associated protein 2G4,NCBITaxon:9606,GO_REF:0000043,proliferation-associated 2G4,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
GSPT2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,NCBITaxon:9606,PMID:21873635,G1 to S phase transition 2,NCBITaxon:10090,PMID:21873635,GO0006412
RPL4,60S ribosomal protein L4,NCBITaxon:9606,PMID:12962325,ribosomal protein L4,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RGS2,Regulator of G-protein signaling 2,NCBITaxon:9606,GO_REF:0000107,regulator of G-protein signaling 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF2D,Eukaryotic translation initiation factor 2D,NCBITaxon:9606,PMID:20713520,eukaryotic translation initiation factor 2D,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPS27,"28S ribosomal protein S27, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein S27,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PIWIL2,Piwi-like protein 2,NCBITaxon:9606,GO_REF:0000024,piwi-like RNA-mediated gene silencing 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DDX39B,Spliceosome RNA helicase DDX39B,NCBITaxon:9606,GO_REF:0000107,DEAD box helicase 39b,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
METTL16,RNA N6-adenosine-methyltransferase METTL16,NCBITaxon:9606,GO_REF:0000024,methyltransferase like 16,NCBITaxon:10090,MGI:MGI:6114846|PMID:29262316,GO0006412
RPS5,40S ribosomal protein S5,NCBITaxon:9606,PMID:17901157,ribosomal protein S5,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL28,60S ribosomal protein L28,NCBITaxon:9606,PMID:12962325,ribosomal protein L28,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL21,60S ribosomal protein L21,NCBITaxon:9606,PMID:12962325,ribosomal protein L21,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL5,60S ribosomal protein L5,NCBITaxon:9606,PMID:12962325,ribosomal protein L5,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL27A,60S ribosomal protein L27a,NCBITaxon:9606,PMID:12962325,ribosomal protein L27A,NCBITaxon:10090,MGI:MGI:3798418|PMID:2643099,GO0006412
PKM,Pyruvate kinase PKM,NCBITaxon:9606,GO_REF:0000024,"pyruvate kinase, muscle",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
YTHDF1,YTH domain-containing family protein 1,NCBITaxon:9606,PMID:28106072,YTH N6-methyladenosine RNA binding protein 1,NCBITaxon:10090,MGI:MGI:6241448|PMID:30401835,GO0006412
RCC1L,RCC1-like G exchanging factor-like protein,NCBITaxon:9606,PMID:27667664,reculator of chromosome condensation 1 like,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL1,"39S ribosomal protein L1, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L1,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
MRPL4,"39S ribosomal protein L4, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L4,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPL9,"39S ribosomal protein L9, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L9,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPL13,"39S ribosomal protein L13, mitochondrial",NCBITaxon:9606,PMID:11279069,mitochondrial ribosomal protein L13,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
GGT5,Glutathione hydrolase 5 proenzyme,NCBITaxon:9606,PMID:21447318,gamma-glutamyltransferase 5,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL20,"39S ribosomal protein L20, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L20,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
MRPL32,"39S ribosomal protein L32, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L32,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
EEF1A1,Elongation factor 1-alpha 1,NCBITaxon:9606,PMID:17595531,eukaryotic translation elongation factor 1 alpha 1,NCBITaxon:10090,PMID:21873635,GO0006412
EIF4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2,NCBITaxon:9606,PMID:7935836,eukaryotic translation initiation factor 4E binding protein 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF3F,Eukaryotic translation initiation factor 3 subunit F,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit F",NCBITaxon:10090,MGI:MGI:3843422|PMID:17581632,GO0006412
TYMS,Thymidylate synthase,NCBITaxon:9606,PMID:1924359,thymidylate synthase,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
MRPL41,"39S ribosomal protein L41, mitochondrial",NCBITaxon:9606,PMID:16024796,mitochondrial ribosomal protein L41,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MEX3D,RNA-binding protein MEX3D,NCBITaxon:9606,PMID:14769789,mex3 RNA binding family member D,NCBITaxon:10090,MGI:MGI:5009173|PMID:14769789,GO0006412
FARS2,"Phenylalanine--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,phenylalanine-tRNA synthetase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,NCBITaxon:9606,GO_REF:0000024,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,NCBITaxon:10090,MGI:MGI:3689806|PMID:16230358,GO0006412
PATL2,Protein PAT1 homolog 2,NCBITaxon:9606,GO_REF:0000024,protein associated with topoisomerase II homolog 2 (yeast),NCBITaxon:10090,MGI:MGI:4889175|PMID:20826699,GO0006412
PSTK,L-seryl-tRNA(Sec) kinase,NCBITaxon:9606,GO_REF:0000043,phosphoseryl-tRNA kinase,NCBITaxon:10090,MGI:MGI:3052620|PMID:15317934,GO0006412
UHMK1,Serine/threonine-protein kinase Kist,NCBITaxon:9606,GO_REF:0000024,U2AF homology motif (UHM) kinase 1,NCBITaxon:10090,MGI:MGI:3835232|PMID:19015237,GO0006412
BTG2,Protein BTG2,NCBITaxon:9606,PMID:23236473,BTG anti-proliferation factor 2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PRKDC,DNA-dependent protein kinase catalytic subunit,NCBITaxon:9606,GO_REF:0000024,"protein kinase, DNA activated, catalytic polypeptide",NCBITaxon:10090,MGI:MGI:6414739|PMID:32103174,GO0006412
POLR2D,DNA-directed RNA polymerase II subunit RPB4,NCBITaxon:9606,PMID:21873635,polymerase (RNA) II (DNA directed) polypeptide D,NCBITaxon:10090,PMID:21873635,GO0006412
ROCK1,Rho-associated protein kinase 1,NCBITaxon:9606,GO_REF:0000024,Rho-associated coiled-coil containing protein kinase 1,NCBITaxon:10090,MGI:MGI:6271078|PMID:29353861,GO0006412
TCOF1,Treacle protein,NCBITaxon:9606,PMID:26399832,treacle ribosome biogenesis factor 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CNOT2,CCR4-NOT transcription complex subunit 2,NCBITaxon:9606,GO_REF:0000043,"CCR4-NOT transcription complex, subunit 2",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL49,"39S ribosomal protein L49, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L49,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
CAPRIN2,Caprin-2,NCBITaxon:9606,GO_REF:0000043,caprin family member 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,NCBITaxon:9606,GO_REF:0000024,eukaryotic translation initiation factor 2 alpha kinase 3,NCBITaxon:10090,MGI:MGI:2450792|PMID:12388085,GO0006412
IGF2BP1,Insulin-like growth factor 2 mRNA-binding protein 1,NCBITaxon:9606,PMID:9891060,insulin-like growth factor 2 mRNA binding protein 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RBM24,RNA-binding protein 24,NCBITaxon:9606,PMID:29104163,RNA binding motif protein 24,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPSA,40S ribosomal protein SA,NCBITaxon:9606,PMID:8706699,ribosomal protein SA,NCBITaxon:10090,PMID:21873635,GO0006412
GTPBP2,GTP-binding protein 2,NCBITaxon:9606,PMID:21873635,GTP binding protein 2,NCBITaxon:10090,MGI:MGI:5574482|PMID:25061210,GO0006412
MRPL35,"39S ribosomal protein L35, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L35,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL26,60S ribosomal protein L26,NCBITaxon:9606,PMID:12962325,ribosomal protein L26,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
ABCE1,ATP-binding cassette sub-family E member 1,NCBITaxon:9606,PMID:21873635,"ATP-binding cassette, sub-family E (OABP), member 1",NCBITaxon:10090,PMID:21873635,GO0006412
FASTKD2,"FAST kinase domain-containing protein 2, mitochondrial",NCBITaxon:9606,PMID:27667664,FAST kinase domains 2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF6,Eukaryotic translation initiation factor 6,NCBITaxon:9606,GO_REF:0000104,eukaryotic translation initiation factor 6,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PLD1,Phospholipase D1,NCBITaxon:9606,PMID:25361009,phospholipase D1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
GFM1,"Elongation factor G, mitochondrial",NCBITaxon:9606,PMID:19716793,"G elongation factor, mitochondrial 1",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
EIF5A2,Eukaryotic translation initiation factor 5A-2,NCBITaxon:9606,GO_REF:0000043,eukaryotic translation initiation factor 5A2,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MKNK1,MAP kinase-interacting serine/threonine-protein kinase 1,NCBITaxon:9606,GO_REF:0000043,MAP kinase-interacting serine/threonine kinase 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPS12,"28S ribosomal protein S12, mitochondrial",NCBITaxon:9606,PMID:11402041,mitochondrial ribosomal protein S12,NCBITaxon:10090,MGI:MGI:2151818|PMID:11402041,GO0006412
CASC3,Protein CASC3,NCBITaxon:9606,GO_REF:0000043,cancer susceptibility candidate 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL22,"39S ribosomal protein L22, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L22,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,NCBITaxon:9606,Reactome:R-HSA-379716,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL16,"39S ribosomal protein L16, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L16,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
EIF2B5,Translation initiation factor eIF-2B subunit epsilon,NCBITaxon:9606,PMID:8688466,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TRNAU1AP,tRNA selenocysteine 1-associated protein 1,NCBITaxon:9606,GO_REF:0000024,tRNA selenocysteine 1 associated protein 1,NCBITaxon:10090,MGI:MGI:3689806|PMID:16230358,GO0006412
EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",NCBITaxon:9606,GO_REF:0000108,eukaryotic translation initiation factor 2-alpha kinase 2,NCBITaxon:10090,MGI:MGI:67770|PMID:7519779,GO0006412
MRPL44,"39S ribosomal protein L44, mitochondrial",NCBITaxon:9606,PMID:23315540,mitochondrial ribosomal protein L44,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
SHFL,Shiftless antiviral inhibitor of ribosomal frameshifting protein,NCBITaxon:9606,PMID:30682371,shiftless antiviral inhibitor of ribosomal frameshifting,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
AGO3,Protein argonaute-3,NCBITaxon:9606,PMID:18771919,argonaute RISC catalytic subunit 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
DHX9,ATP-dependent RNA helicase A,NCBITaxon:9606,PMID:28355180,DEAH (Asp-Glu-Ala-His) box polypeptide 9,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
LARP6,La-related protein 6,NCBITaxon:9606,PMID:21746880,"La ribonucleoprotein domain family, member 6",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CPEB4,Cytoplasmic polyadenylation element-binding protein 4,NCBITaxon:9606,GO_REF:0000108,cytoplasmic polyadenylation element binding protein 4,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
CNOT10,CCR4-NOT transcription complex subunit 10,NCBITaxon:9606,PMID:21873635,"CCR4-NOT transcription complex, subunit 10",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
